date,value
2022-04-29,1529163.223306982
2022-04-30,1529163.2233069818
2022-05-01,1529163.2233069816
2022-05-02,1542796.340106981
2022-05-03,1559893.750006981
2022-05-04,1599199.9395069806
2022-05-05,1524294.7928069807
2022-05-06,1488843.6191069826
2022-05-07,1488843.6191069826
2022-05-08,1488843.6191069826
2022-05-09,1396352.1239069838
2022-05-10,1402077.4533069832
2022-05-11,1353140.3175069822
2022-05-12,1366408.2006069825
2022-05-13,1445958.9687069824
2022-05-14,1445958.9687069822
2022-05-15,1445958.968706982
2022-05-16,1437921.2583069813
2022-05-17,1487453.1462069817
2022-05-18,1425397.8161069818
2022-05-19,1443019.263806983
2022-05-20,1436978.1798069815
2022-05-21,1436978.1798069815
2022-05-22,1436978.1798069815
2022-05-23,1454781.2338069826
2022-05-24,1414781.5235069832
2022-05-25,1439639.0720069825
2022-05-26,1478659.0963069822
2022-05-27,1516817.8236069807
2022-05-28,1516817.8236069803
2022-05-29,1516817.8236069798
2022-05-30,1516817.8236069793
2022-05-31,1507259.05020698
2022-06-01,1489780.8231069793
2022-06-02,1537222.201006979
2022-06-03,1515265.064606979
2022-06-04,1515265.064606979
2022-06-05,1515265.064606979
2022-06-06,1514919.010606979
2022-06-07,1539266.4645069789
2022-06-08,1530220.634606979
2022-06-09,1484617.5600069787
2022-06-10,1441224.2098069773
2022-06-11,1441224.2098069773
2022-06-12,1441224.2098069773
2022-06-13,1350423.2221069788
2022-06-14,1349349.7011069776
2022-06-15,1378164.1070069775
2022-06-16,1321675.4657069782
2022-06-17,1336588.1347069775
2022-06-18,1336588.1347069775
2022-06-19,1336588.1347069775
2022-06-20,1336588.1347069775
2022-06-21,1369578.8316069774
2022-06-22,1359385.3099069768
2022-06-23,1378302.2497069759
2022-06-24,1416071.0087889761
2022-06-25,1416071.0087889764
2022-06-26,1416071.0087889766
2022-06-27,1424376.8651069761
2022-06-28,1387703.5914069747
2022-06-29,1369337.2362069755
2022-06-30,1347403.5069069758
2022-07-01,1360389.6695069752
2022-07-02,1360389.6695069748
2022-07-03,1360389.6695069743
2022-07-04,1360389.6695069738
2022-07-05,1370332.0561069741
2022-07-06,1364069.1855069727
2022-07-07,1411516.7478069733
2022-07-08,1413094.3927069732
2022-07-09,1413094.3927069732
2022-07-10,1413094.3927069732
2022-07-11,1373108.284306975
2022-07-12,1369164.2507069756
2022-07-13,1372082.2705069757
2022-07-14,1351689.501806977
2022-07-15,1371728.5804069745
2022-07-16,1371728.5804069743
2022-07-17,1371728.580406974
2022-07-18,1373116.357506974
2022-07-19,1417765.5808069736
2022-07-20,1435441.2144069734
2022-07-21,1443653.7398069743
2022-07-22,1405852.3723069753
2022-07-23,1405852.3723069753
2022-07-24,1405852.3723069753
2022-07-25,1409927.0980069747
2022-07-26,1379474.580006975
2022-07-27,1421405.3024069748
2022-07-28,1441633.2250069748
2022-07-29,1448491.582006974
2022-07-30,1448491.582006974
2022-07-31,1448491.582006974
2022-08-01,1444759.8258069742
2022-08-02,1462298.2292069744
2022-08-03,1496500.4472069752
2022-08-04,1501885.1919069758
2022-08-05,1508317.969706974
2022-08-06,1508317.969706974
2022-08-07,1508317.969706974
2022-08-08,1526896.489706973
2022-08-09,1494927.6490069737
2022-08-10,1548675.9767069742
2022-08-11,1555150.0774069722
2022-08-12,1584713.986806974
2022-08-13,1584713.9868069743
2022-08-14,1584713.9868069745
2022-08-15,1584869.398506975
2022-08-16,1579921.4678069733
2022-08-17,1551158.5071069724
2022-08-18,1551781.5324069709
2022-08-19,1506732.2101069717
2022-08-20,1506732.2101069717
2022-08-21,1506732.2101069717
2022-08-22,1467759.9896069712
2022-08-23,1481622.8494069723
2022-08-24,1503204.0474069736
2022-08-25,1528090.8230069752
2022-08-26,1474928.633906977
2022-08-27,1474928.633906977
2022-08-28,1474928.633906977
2022-08-29,1467867.054306978
2022-08-30,1441695.0511069777
2022-08-31,1440594.1612069765
2022-09-01,1423862.6673069755
2022-09-02,1413481.9086069749
2022-09-03,1413481.9086069749
2022-09-04,1413481.9086069749
2022-09-05,1413481.9086069749
2022-09-06,1396112.8135069758
2022-09-07,1421990.2649069754
2022-09-08,1439139.854006976
2022-09-09,1478623.3764069749
2022-09-10,1478623.3764069749
2022-09-11,1478623.3764069749
2022-09-12,1499950.3120069744
2022-09-13,1436648.6628069738
2022-09-14,1447009.6441069741
2022-09-15,1428960.9939069755
2022-09-16,1403162.785906975
2022-09-17,1403162.785906975
2022-09-18,1403162.785906975
2022-09-19,1404947.8027069753
2022-09-20,1377859.4758069748
2022-09-21,1353294.3081069735
2022-09-22,1338257.506406974
2022-09-23,1293694.7327069738
2022-09-24,1293694.7327069738
2022-09-25,1293694.7327069738
2022-09-26,1273364.0329069747
2022-09-27,1287707.305006974
2022-09-28,1323312.4449069737
2022-09-29,1285128.6085069738
2022-09-30,1277212.8214069752
2022-10-01,1277212.821406975
2022-10-02,1277212.8214069747
2022-10-03,1321209.4862069741
2022-10-04,1379481.9259069753
2022-10-05,1371379.729906975
2022-10-06,1363247.1211069762
2022-10-07,1311986.2435069764
2022-10-08,1311986.2435069766
2022-10-09,1311986.2435069769
2022-10-10,1288393.3248069768
2022-10-11,1273823.125006977
2022-10-12,1273578.103306977
2022-10-13,1299418.8497069778
2022-10-14,1263841.6455069766
2022-10-15,1263841.6455069766
2022-10-16,1263841.6455069766
2022-10-17,1303335.4524069787
2022-10-18,1318652.9424069787
2022-10-19,1301109.8322069785
2022-10-20,1297305.1454069768
2022-10-21,1327164.1333069783
2022-10-22,1327164.1333069783
2022-10-23,1327164.1333069783
2022-10-24,1319359.0442069788
2022-10-25,1361305.01410698
2022-10-26,1366432.6477069794
2022-10-27,1357098.4802069797
2022-10-28,1376078.0060069815
2022-10-29,1376078.0060069815
2022-10-30,1376078.0060069815
2022-10-31,1374637.7104069816
2022-11-01,1383071.8170069812
2022-11-02,1336613.1396069804
2022-11-03,1332906.70970698
2022-11-04,1364236.8115069799
2022-11-05,1364236.8115069799
2022-11-06,1364236.8115069799
2022-11-07,1373291.30510698
2022-11-08,1379786.9060069807
2022-11-09,1328539.4994069808
2022-11-10,1407170.89040698
2022-11-11,1447225.9852069826
2022-11-12,1447225.9852069828
2022-11-13,1447225.985206983
2022-11-14,1433316.3849069818
2022-11-15,1453375.064106983
2022-11-16,1417674.3348069824
2022-11-17,1415006.1988069823
2022-11-18,1412026.4977069832
2022-11-19,1412026.497706983
2022-11-20,1412026.4977069828
2022-11-21,1393617.2417069844
2022-11-22,1403788.4519069856
2022-11-23,1414611.7426069845
2022-11-24,1414611.7426069845
2022-11-25,1413642.355406984
2022-11-26,1413642.355406984
2022-11-27,1413642.355406984
2022-11-28,1386758.4531069861
2022-11-29,1398869.2169069864
2022-11-30,1446908.9561069864
2022-12-01,1449059.5002069864
2022-12-02,1461449.7715069854
2022-12-03,1461449.7715069852
2022-12-04,1461449.771506985
2022-12-05,1424900.747906986
2022-12-06,1395972.7343069855
2022-12-07,1386474.0725069854
2022-12-08,1398980.3695069843
2022-12-09,1385461.617506983
2022-12-10,1385461.6175069835
2022-12-11,1385461.6175069835
2022-12-12,1405331.8234069848
